identifier	T-statistics	pvalue	mean_group1	mean_group2	std(group1)	std(group2)	log2FC	test	correction	padj	rejected	group1	group2	FC	-log10 pvalue	Method	color	name
SERPINA3~P01011	-8.170239892631784	9.48983173012158e-12	20.56988322571737	21.483199752709314	0.6052667091828734	0.4167809315776368	0.9133165269919452	t-Test	FDR correction BH	2.831133132819605e-10	True	Not MIS-C	MIS-C Acute Stage	0.5309630872765324	11.022741488239468	Unpaired t-test	indianred	
SERPINA4~P29622	5.841192451640427	3.0980030549815006e-07	15.703163368440547	14.928424282054484	0.6137548209318442	0.5494750931596072	-0.774739086386063	t-Test	FDR correction BH	2.0538612845988465e-06	True	Not MIS-C	MIS-C Acute Stage	1.7108806079987469	6.508918158313109	Unpaired t-test	lightsteelblue	
SERPINA5~P05154	2.725474318869062	0.008489160417117917	13.76133631253564	13.05057387488458	1.2630730641175476	1.0534834759620297	-0.7107624376510593	t-Test	FDR correction BH	0.01787717311369538	True	Not MIS-C	MIS-C Acute Stage	1.6366688378167942	2.0711352596079986	Unpaired t-test	lightsteelblue	
SERPINA7~P05543	2.398809142935697	0.020580020272487176	14.74862579165233	14.574234959861249	0.2975787508019993	0.3175967956503377	-0.17439083179108117	t-Test	FDR correction BH	0.037915425505413804	True	Not MIS-C	MIS-C Acute Stage	1.1284878078602407	1.6865542017686792	Unpaired t-test	lightsteelblue	
SERPINC1~P01008	2.6420920137541173	0.010883093816952738	18.53757550887704	18.400758603788496	0.23262733889349627	0.2176845569275174	-0.13681690508854416	t-Test	FDR correction BH	0.02213720219584705	True	Not MIS-C	MIS-C Acute Stage	1.099476603991043	1.9632476270063086	Unpaired t-test	lightsteelblue	
SERPIND1~P05546	5.8405599182793075	4.0775812247069516e-07	17.262873654831367	16.695558342927704	0.42115772862163714	0.4148578668018349	-0.5673153119036627	t-Test	FDR correction BH	2.4329567974084813e-06	True	Not MIS-C	MIS-C Acute Stage	1.4817636132682943	6.389597379131174	Unpaired t-test	lightsteelblue	
SERPING1~P05155	-3.0577742639815786	0.0032732538160968458	19.55082019019073	19.77852122457619	0.3806221162848246	0.29049425067270696	0.22770103438545775	t-Test	FDR correction BH	0.007709374119491255	True	Not MIS-C	MIS-C Acute Stage	0.8539946669563451	2.485020317131232	Unpaired t-test	indianred	
SHBG~P04278	2.67272147459942	0.010029979875150972	15.664114308607658	15.051270398549763	1.035423478344887	0.9615281643699167	-0.6128439100578955	t-Test	FDR correction BH	0.020876353461070047	True	Not MIS-C	MIS-C Acute Stage	1.52927081207101	1.9986999383773536	Unpaired t-test	lightsteelblue	
TF~P02787	6.902152413779658	3.5944727229572878e-09	22.44630525839873	22.017798757925615	0.30933121009741904	0.24641930703373877	-0.4285065004731159	t-Test	FDR correction BH	4.595790124352532e-08	True	Not MIS-C	MIS-C Acute Stage	1.3458396221228786	8.44436480773031	Unpaired t-test	lightsteelblue	
THBS1~P07996	5.777929990459987	3.923643696455089e-07	13.499981144090405	12.136286449016852	1.0910396852684607	0.9782905597039319	-1.3636946950735531	t-Test	FDR correction BH	2.4218352471222793e-06	True	Not MIS-C	MIS-C Acute Stage	2.5734338436905575	6.406310437502378	Unpaired t-test	lightsteelblue	THBS1
TLN1~Q9Y490	3.1979886800896797	0.002387222909837937	13.167231599968375	12.285016798612803	1.2230896078979985	1.1667351587116495	-0.8822148013555715	t-Test	FDR correction BH	0.006104470012299868	True	Not MIS-C	MIS-C Acute Stage	1.8432027845030203	2.6221070263251973	Unpaired t-test	lightsteelblue	
TTR~P02766	4.126925363453125	0.00010988319580423748	16.581339315093842	15.785819652310279	0.9867084755541948	0.7511984952007252	-0.7955196627835637	t-Test	FDR correction BH	0.00041849132019060656	True	Not MIS-C	MIS-C Acute Stage	1.735702466594134	3.9590687181997604	Unpaired t-test	lightsteelblue	
VWF~P04275	-4.09914750317273	0.00012301768900688391	14.777958952370689	15.97483677201757	1.4769627090579476	1.1473118920748746	1.1968778196468808	t-Test	FDR correction BH	0.00044040332664464446	True	Not MIS-C	MIS-C Acute Stage	0.43621829419794256	3.910032435831091	Unpaired t-test	indianred	VWF
